识别种类	实际种类
 50		10
100		10
 10		10
 10		10
 50		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
100		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 50		10
 50		10
 10		10
 10		10
 10		10
 10		10
 10		10
 50		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
 50		10
 10		10
 10		10
 50		10
 10		10
 10		10
 10		10
  5		10
 10		10
 10		10
 10		10
 10		10
 20		10
 10		10
 10		10
 10		10
100		10
 10		10
100		10
 10		10
 10		10
100		10
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
100		10
 10		10
 10		10

正确识别数：	 84
总数为：	 99
准确率为：	0.848
