识别种类	实际种类
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
 20		100	100ZN_80_up_trans_G.txt
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
 20		100	100ZN_90_down_trans_G.txt
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
100		100
 10		10
 10		10
 10		10
 10		10
 10		10
  5		10	10ZN_76_up_trans_G.txt
 10		10
 10		10
 10		10
100		10	10ZN_80_up_trans_G.txt
 10		10
 10		10
 10		10
 10		10
 10		10
 10		10
100		10	10ZN_87_up_trans_G.txt
100		10	10ZN_88_up_trans_G.txt
 10		10
100		10	10ZN_90_up_trans_G.txt
 10		10
 10		10
100		10	10ZN_93_up_trans_G.txt
 10		10
 10		10
 10		10
100		10	10ZN_97_up_trans_G.txt
 10		10
100		10	10ZN_99_up_trans_G.txt
 20		20
 20		20
 20		20
 20		20
 10		20	20ZN_71_up_trans_G.txt
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 50		20	20ZN_87_up_trans_G.txt
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 20		20
 10		20	20ZN_96_up_trans_G.txt
 20		20
 20		20
 20		20
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
100		50	50ZN_78_down_trans_G.txt
 20		50	50ZN_78_up_trans_G.txt
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
100		50	50ZN_86_down_trans_G.txt
 50		50
 50		50
 50		50
 50		50
 50		50
 50		50
100		50	50ZN_89_up_trans_G.txt
100		50	50ZN_90_up_trans_G.txt
 50		50
 50		50
 50		50
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
100		5	5ZN_82_up_trans_G.txt
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
 20		5	5ZN_86_down_trans_G.txt
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5
  5		5

正确识别数：	236
总数为：	256
准确率为：	0.921875
